Month_year,Consultation_Type,Case,Under 1 Male,Under 1 Female,1-4 Male,1-4 Female,5-9 Male,5-9 Female,10-14 Male,10-14 Female,15-18 Male,15-18 Female,19-24 Male,19-24 Female,25-29 Male,25-29 Female,30-34 Male,30-34 Female,35-39 Male,35-39 Female,40-44 Male,40-44 Female,45-49 Male,45-49 Female,50-54 Male,50-54 Female,55-59 Male,55-59 Female,60-64 Male,60-64 Female,65-69 Male,65-69 Female,70 Over Male,70 Over Female
2024 - 12,1.0,4,,,7.0,9.0,30.0,21.0,9.0,18.0,5.0,15.0,2.0,12.0,7.0,9.0,4.0,7.0,1.0,11.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0
2024 - 12,1.0,7,11.0,5.0,8.0,9.0,9.0,2.0,3.0,9.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,6.0,1.0,7.0,9.0,5.0,2.0,8.0,4.0,9.0,5.0,6.0,12.0,12.0,18.0
2024 - 12,1.0,3,5.0,3.0,34.0,26.0,30.0,26.0,16.0,8.0,2.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,3.0,,1.0,2.0,2.0,,,,,2.0,2.0
2024 - 12,1.0,75,2.0,7.0,16.0,9.0,17.0,12.0,9.0,6.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,,,2.0,1.0,,2.0,2.0,,,,,3.0
2024 - 12,1.0,8,,,,,4.0,4.0,6.0,5.0,5.0,12.0,2.0,12.0,6.0,11.0,3.0,12.0,,4.0,1.0,4.0,1.0,2.0,2.0,7.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0
2024 - 12,1.0,10,,,,,1.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,1.0,3.0,4.0,2.0,6.0,8.0,4.0,5.0,4.0,5.0,3.0,10.0,2.0,4.0,10.0,10.0
2024 - 12,1.0,17,,,9.0,5.0,21.0,4.0,10.0,,5.0,3.0,5.0,2.0,9.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,,4.0,1.0,1.0,,,,,,,2.0
2024 - 12,1.0,45,5.0,6.0,16.0,13.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,,,3.0,2.0,,,,2.0,3.0,3.0,,5.0,4.0,3.0,3.0,,1.0,1.0,6.0,
2024 - 12,2.0,115,1.0,2.0,12.0,7.0,43.0,43.0,60.0,38.0,28.0,19.0,13.0,15.0,5.0,1.0,2.0,1.0,2.0,,2.0,,,,1.0,2.0,,1.0,,,,,1.0,
2024 - 12,2.0,46,36.0,32.0,50.0,52.0,14.0,12.0,5.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0
2024 - 12,2.0,122,,1.0,3.0,12.0,11.0,17.0,5.0,7.0,2.0,30.0,3.0,12.0,3.0,16.0,1.0,5.0,2.0,11.0,1.0,6.0,1.0,5.0,,7.0,1.0,5.0,,,2.0,,3.0,6.0
2024 - 12,2.0,82,10.0,5.0,17.0,14.0,16.0,6.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,,8.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0
2024 - 12,2.0,17,,,11.0,3.0,20.0,6.0,9.0,,3.0,3.0,4.0,2.0,6.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,3.0
2024 - 12,2.0,16,,2.0,8.0,10.0,12.0,7.0,12.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,
2024 - 12,2.0,123,,,,,,1.0,1.0,,,,,1.0,,1.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,8.0,3.0,4.0,5.0,4.0,4.0,5.0,,8.0,1.0,6.0
2024 - 12,2.0,47,,,,,,,,,,,4.0,4.0,3.0,1.0,1.0,,2.0,,2.0,1.0,2.0,2.0,4.0,2.0,5.0,1.0,5.0,2.0,4.0,4.0,9.0,13.0
2024 - 12,2.0,14,6.0,2.0,11.0,2.0,9.0,5.0,6.0,4.0,1.0,4.0,,1.0,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,2.0,1.0,,3.0,2.0
2024 - 12,2.0,35,,,,,2.0,,1.0,1.0,,2.0,4.0,6.0,3.0,3.0,2.0,10.0,1.0,3.0,2.0,2.0,,7.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,,1.0
2024 - 12,3.0,77,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,2.0,2.0
2024 - 12,3.0,51,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,2.0
2024 - 12,3.0,22,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,
2024 - 12,3.0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
2024 - 12,3.0,124,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2024 - 12,3.0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 12,3.0,126,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2024 - 12,3.0,127,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 12,3.0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 12,3.0,129,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 12,1.0,1,39.0,22.0,86.0,61.0,83.0,62.0,39.0,30.0,11.0,14.0,11.0,15.0,6.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,1.0,1.0,,6.0
2023 - 12,1.0,6,38.0,36.0,57.0,46.0,33.0,31.0,11.0,10.0,6.0,7.0,4.0,4.0,3.0,7.0,5.0,5.0,,5.0,1.0,2.0,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,9.0
2023 - 12,1.0,3,13.0,13.0,50.0,43.0,23.0,19.0,15.0,9.0,1.0,6.0,1.0,10.0,1.0,2.0,4.0,2.0,1.0,,,1.0,2.0,,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,4.0,4.0
2023 - 12,1.0,4,,,10.0,3.0,15.0,16.0,4.0,2.0,3.0,11.0,6.0,10.0,3.0,14.0,5.0,7.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,,3.0,3.0,,,1.0,3.0,1.0,4.0
2023 - 12,1.0,7,7.0,3.0,5.0,5.0,,1.0,1.0,2.0,2.0,5.0,4.0,7.0,,2.0,2.0,2.0,2.0,4.0,3.0,,1.0,3.0,3.0,2.0,9.0,5.0,3.0,2.0,5.0,4.0,19.0,10.0
2023 - 12,1.0,5,13.0,12.0,21.0,14.0,8.0,6.0,2.0,1.0,1.0,,,1.0,,3.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,4.0
2023 - 12,1.0,10,,,,,3.0,1.0,,6.0,,2.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,,2.0,1.0,1.0,2.0,8.0,3.0,3.0,2.0,13.0,3.0,4.0
2023 - 12,1.0,17,,,8.0,7.0,12.0,7.0,7.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,2.0,,1.0,,,1.0,,,3.0,4.0
2023 - 12,1.0,75,4.0,4.0,13.0,10.0,8.0,7.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,
2023 - 12,1.0,8,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,7.0,3.0,4.0,1.0,7.0,2.0,3.0,5.0,2.0,,2.0,,2.0,1.0,1.0,,2.0,1.0,3.0,2.0,2.0
2023 - 12,2.0,46,23.0,15.0,31.0,27.0,13.0,8.0,4.0,5.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,
2023 - 12,2.0,76,,1.0,8.0,12.0,14.0,22.0,20.0,14.0,7.0,11.0,2.0,7.0,2.0,1.0,3.0,2.0,,,1.0,,,,,2.0,,,,,,,1.0,
2023 - 12,2.0,11,11.0,9.0,32.0,23.0,13.0,8.0,4.0,2.0,,1.0,,1.0,,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,4.0
2023 - 12,2.0,12,,2.0,6.0,12.0,8.0,7.0,4.0,2.0,1.0,3.0,1.0,9.0,,5.0,,2.0,,3.0,1.0,5.0,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,4.0
2023 - 12,2.0,17,,,11.0,6.0,12.0,7.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,4.0,3.0
2023 - 12,2.0,15,1.0,4.0,9.0,2.0,8.0,4.0,1.0,5.0,,6.0,,1.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
2023 - 12,2.0,36,,,,,,,,,1.0,,,1.0,1.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0
2023 - 12,2.0,14,1.0,3.0,6.0,6.0,4.0,1.0,3.0,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,
2023 - 12,2.0,16,1.0,1.0,2.0,3.0,8.0,,,2.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,
2023 - 12,2.0,49,2.0,2.0,11.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 12,3.0,77,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0
2023 - 12,3.0,22,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2023 - 12,3.0,23,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0
2023 - 12,3.0,78,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,
2023 - 12,3.0,130,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2023 - 12,3.0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2023 - 12,3.0,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2023 - 12,3.0,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2023 - 12,3.0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2024 - 2,1.0,1,26.0,14.0,87.0,58.0,56.0,47.0,24.0,11.0,4.0,9.0,6.0,7.0,1.0,5.0,3.0,3.0,,3.0,2.0,3.0,,4.0,1.0,1.0,,1.0,2.0,,,,4.0,1.0
2024 - 2,1.0,3,23.0,20.0,82.0,78.0,34.0,32.0,12.0,5.0,5.0,8.0,1.0,8.0,1.0,2.0,3.0,3.0,1.0,,,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,4.0
2024 - 2,1.0,6,53.0,28.0,38.0,39.0,21.0,25.0,4.0,8.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,,3.0,2.0,1.0,1.0,,,2.0,,,1.0,2.0,,3.0,3.0,2.0
2024 - 2,1.0,5,32.0,28.0,42.0,34.0,11.0,6.0,8.0,,2.0,4.0,,1.0,,2.0,2.0,1.0,,7.0,2.0,,,,,,2.0,1.0,2.0,2.0,1.0,,1.0,2.0
2024 - 2,1.0,4,,,9.0,12.0,30.0,17.0,13.0,12.0,7.0,8.0,5.0,12.0,2.0,10.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,,3.0
2024 - 2,1.0,7,10.0,2.0,7.0,5.0,4.0,6.0,1.0,7.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,1.0,6.0,,1.0,4.0,5.0,3.0,8.0,5.0,1.0,10.0,3.0,6.0,20.0,18.0
2024 - 2,1.0,8,,,,1.0,3.0,2.0,4.0,3.0,2.0,7.0,5.0,9.0,6.0,7.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,3.0,,3.0,2.0,2.0,1.0,1.0,,,1.0,5.0
2024 - 2,1.0,10,,,,,,2.0,4.0,2.0,1.0,,1.0,1.0,,1.0,1.0,5.0,1.0,2.0,3.0,2.0,5.0,6.0,,6.0,3.0,4.0,,4.0,4.0,8.0,8.0,6.0
2024 - 2,1.0,135,,,2.0,,,,1.0,2.0,,1.0,3.0,1.0,1.0,,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,6.0,1.0,1.0,7.0,2.0,3.0,2.0,5.0,12.0
2024 - 2,1.0,33,,,1.0,,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,,2.0,2.0,3.0,4.0,2.0,,2.0,1.0,2.0,4.0,,4.0,1.0,5.0,1.0,1.0,5.0,1.0,4.0
2024 - 2,2.0,136,75.0,52.0,184.0,166.0,128.0,111.0,61.0,51.0,29.0,34.0,23.0,40.0,16.0,26.0,18.0,19.0,9.0,21.0,18.0,14.0,12.0,19.0,5.0,19.0,7.0,11.0,11.0,6.0,13.0,7.0,13.0,10.0
2024 - 2,2.0,11,28.0,24.0,50.0,38.0,17.0,5.0,5.0,1.0,,2.0,1.0,1.0,3.0,2.0,3.0,,,,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
2024 - 2,2.0,46,43.0,19.0,41.0,24.0,16.0,17.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.0,3.0
2024 - 2,2.0,12,4.0,2.0,7.0,12.0,5.0,9.0,1.0,2.0,1.0,6.0,,13.0,,3.0,,3.0,,3.0,2.0,3.0,2.0,5.0,1.0,1.0,,4.0,2.0,2.0,1.0,2.0,,3.0
2024 - 2,2.0,36,,,,,,,,1.0,,,,,,,1.0,5.0,,3.0,1.0,7.0,5.0,6.0,1.0,3.0,3.0,,2.0,,1.0,6.0,4.0,10.0
2024 - 2,2.0,17,1.0,,5.0,2.0,9.0,3.0,10.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,,1.0,,,,2.0,1.0,,,,1.0,,,1.0
2024 - 2,2.0,47,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,4.0,,,2.0,,,,2.0,2.0,,,3.0,1.0,4.0,10.0,19.0
2024 - 2,2.0,48,,,,,1.0,,,2.0,1.0,3.0,2.0,2.0,1.0,1.0,,4.0,,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,,2.0,,8.0
2024 - 2,2.0,15,2.0,,4.0,8.0,6.0,2.0,2.0,,2.0,,,2.0,,,3.0,2.0,,,,,1.0,,,1.0,,,,1.0,,,,
2024 - 2,2.0,137,,2.0,6.0,1.0,5.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,,,,4.0
2024 - 2,3.0,38,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,2.0,
2024 - 2,3.0,23,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,3.0,
2024 - 2,3.0,22,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
2024 - 2,3.0,138,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 2,3.0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2024 - 2,3.0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2024 - 2,3.0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2024 - 1,1.0,1,38.0,25.0,84.0,70.0,59.0,50.0,35.0,18.0,8.0,4.0,9.0,8.0,2.0,7.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,1.0,1.0,3.0,1.0,2.0,3.0
2024 - 1,1.0,3,14.0,22.0,103.0,91.0,29.0,36.0,8.0,7.0,10.0,2.0,1.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,,1.0,1.0,2.0,1.0,,2.0,3.0,,,,3.0,,5.0
2024 - 1,1.0,6,54.0,29.0,48.0,39.0,29.0,23.0,4.0,6.0,3.0,2.0,2.0,7.0,1.0,7.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,1.0,,2.0,2.0,4.0
2024 - 1,1.0,4,,,12.0,9.0,17.0,17.0,7.0,6.0,6.0,8.0,3.0,15.0,4.0,8.0,4.0,11.0,5.0,8.0,5.0,2.0,3.0,,3.0,5.0,4.0,2.0,2.0,2.0,,1.0,2.0,3.0
2024 - 1,1.0,7,7.0,5.0,7.0,5.0,4.0,4.0,5.0,3.0,2.0,6.0,1.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,9.0,5.0,5.0,4.0,6.0,6.0,13.0,6.0,14.0,21.0
2024 - 1,1.0,5,12.0,15.0,51.0,31.0,8.0,2.0,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,,1.0,,2.0,2.0,,,,1.0,,,1.0,1.0,,,3.0,,3.0
2024 - 1,1.0,8,,,,,2.0,4.0,2.0,1.0,5.0,10.0,6.0,4.0,5.0,2.0,3.0,11.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,,2.0,1.0,1.0,,1.0
2024 - 1,1.0,10,,,,,2.0,1.0,1.0,,1.0,,1.0,2.0,1.0,3.0,2.0,4.0,,2.0,4.0,2.0,2.0,6.0,4.0,4.0,2.0,2.0,2.0,7.0,2.0,8.0,6.0,10.0
2024 - 1,1.0,17,,,10.0,6.0,8.0,4.0,8.0,,8.0,,3.0,1.0,2.0,2.0,2.0,,3.0,,2.0,1.0,,1.0,1.0,,,,2.0,,,,1.0,
2024 - 1,1.0,33,,,,,2.0,,3.0,7.0,2.0,7.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,3.0,2.0,4.0,,1.0,2.0,1.0,,1.0,3.0,3.0
2024 - 1,2.0,11,20.0,14.0,66.0,38.0,19.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,2.0,1.0,3.0
2024 - 1,2.0,46,36.0,19.0,39.0,18.0,9.0,6.0,5.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
2024 - 1,2.0,12,2.0,2.0,5.0,19.0,5.0,9.0,1.0,4.0,2.0,7.0,2.0,3.0,1.0,4.0,,7.0,1.0,2.0,,1.0,2.0,1.0,,1.0,2.0,3.0,1.0,3.0,,3.0,,2.0
2024 - 1,2.0,15,,4.0,18.0,15.0,7.0,5.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0
2024 - 1,2.0,34,13.0,7.0,12.0,9.0,8.0,4.0,2.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,2.0,,,1.0
2024 - 1,2.0,17,,,9.0,4.0,8.0,3.0,7.0,,5.0,,5.0,1.0,2.0,4.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,2.0,,,,,1.0
2024 - 1,2.0,76,1.0,,2.0,2.0,3.0,5.0,11.0,7.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,
2024 - 1,2.0,47,,,,,,,,,,,2.0,2.0,,1.0,2.0,2.0,4.0,2.0,,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,5.0
2024 - 1,2.0,16,1.0,1.0,7.0,6.0,6.0,3.0,3.0,2.0,3.0,,,1.0,,,1.0,,1.0,,1.0,,3.0,,,,,,,,,,,
2024 - 1,2.0,123,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,4.0,4.0,3.0,1.0,3.0,2.0,,,5.0,,2.0,,10.0
2024 - 1,3.0,77,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0
2024 - 1,3.0,23,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0
2024 - 1,3.0,22,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0
2024 - 1,3.0,78,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,1.0,
2024 - 1,3.0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2024 - 1,3.0,142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 1,3.0,143,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 1,3.0,144,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2024 - 1,3.0,145,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2024 - 1,3.0,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023 - 7,1.0,1,35.0,23.0,85.0,74.0,51.0,44.0,20.0,9.0,5.0,10.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,,3.0,,1.0,,2.0,,1.0,1.0,2.0,2.0,6.0
2023 - 7,1.0,3,13.0,4.0,35.0,30.0,25.0,11.0,7.0,4.0,2.0,4.0,4.0,3.0,1.0,,,2.0,,,1.0,2.0,,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0
2023 - 7,1.0,4,,,10.0,6.0,22.0,17.0,5.0,3.0,3.0,5.0,7.0,7.0,2.0,9.0,5.0,3.0,1.0,,2.0,3.0,3.0,3.0,4.0,3.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0
2023 - 7,1.0,7,6.0,3.0,5.0,7.0,3.0,2.0,2.0,4.0,3.0,2.0,,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,9.0,4.0,8.0,3.0,4.0,4.0,6.0,12.0
2023 - 7,1.0,6,19.0,13.0,22.0,11.0,14.0,17.0,2.0,3.0,1.0,2.0,,1.0,,1.0,,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,1.0,1.0,
2023 - 7,1.0,8,,,2.0,1.0,2.0,3.0,4.0,5.0,2.0,3.0,5.0,13.0,6.0,7.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,4.0,1.0,1.0,,4.0,,3.0
2023 - 7,1.0,10,,,,1.0,,,2.0,,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,,2.0,1.0,5.0,2.0,5.0,1.0,1.0,,3.0,3.0,10.0,3.0,2.0,2.0,8.0
2023 - 7,1.0,91,4.0,2.0,21.0,11.0,5.0,5.0,4.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,2.0,,,1.0,,,,2.0,1.0,1.0
2023 - 7,1.0,5,9.0,10.0,10.0,9.0,4.0,2.0,2.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,,,,2.0,1.0
2023 - 7,1.0,17,2.0,,7.0,1.0,9.0,1.0,6.0,,2.0,,4.0,1.0,2.0,,6.0,1.0,3.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,,2.0,
2023 - 7,2.0,47,17.0,14.0,29.0,26.0,7.0,7.0,1.0,3.0,2.0,2.0,,2.0,,,2.0,,1.0,,2.0,7.0,2.0,2.0,4.0,2.0,7.0,3.0,5.0,3.0,7.0,3.0,9.0,17.0
2023 - 7,2.0,11,16.0,10.0,27.0,23.0,9.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,4.0,,2.0,3.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,1.0,,,2.0,3.0
2023 - 7,2.0,12,5.0,2.0,,14.0,5.0,7.0,5.0,6.0,,5.0,,8.0,,8.0,2.0,3.0,,6.0,2.0,6.0,1.0,2.0,,3.0,2.0,2.0,,1.0,,,,2.0
2023 - 7,2.0,15,4.0,,14.0,8.0,13.0,7.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,2.0,,1.0,,,,,1.0,,,2.0,,,,1.0,,
2023 - 7,2.0,17,,,15.0,4.0,9.0,4.0,7.0,,,,4.0,2.0,3.0,,6.0,1.0,2.0,,,,,,1.0,,1.0,,,2.0,1.0,,2.0,
2023 - 7,2.0,147,2.0,,2.0,,2.0,,3.0,2.0,,,1.0,3.0,1.0,2.0,1.0,,,,,2.0,,1.0,1.0,,,3.0,,2.0,,,,1.0
2023 - 7,2.0,49,,,18.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 7,2.0,148,,,6.0,5.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,
2023 - 7,2.0,123,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,2.0,4.0,,3.0,,1.0,1.0,1.0,1.0,5.0
2023 - 7,2.0,149,,,,,2.0,,3.0,,3.0,3.0,1.0,2.0,2.0,,2.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,
2023 - 7,3.0,96,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,
2023 - 7,3.0,150,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0
2023 - 7,3.0,38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2023 - 7,3.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
2023 - 7,3.0,151,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 7,3.0,152,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
2023 - 7,3.0,153,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2023 - 7,3.0,154,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 - 7,3.0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2023 - 7,3.0,156,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 - 7,1.0,1,32.0,21.0,106.0,71.0,74.0,38.0,24.0,14.0,13.0,12.0,10.0,11.0,6.0,8.0,3.0,5.0,2.0,2.0,3.0,1.0,2.0,,,5.0,2.0,,4.0,1.0,1.0,,4.0,
2024 - 7,1.0,3,8.0,7.0,41.0,45.0,24.0,23.0,9.0,10.0,3.0,5.0,2.0,4.0,1.0,6.0,4.0,,,3.0,,2.0,,2.0,,2.0,1.0,2.0,1.0,,2.0,2.0,3.0,
2024 - 7,1.0,6,15.0,8.0,21.0,17.0,11.0,10.0,4.0,6.0,8.0,,3.0,4.0,2.0,3.0,5.0,4.0,,1.0,,4.0,1.0,,1.0,1.0,2.0,1.0,,3.0,,,7.0,7.0
2024 - 7,1.0,4,,,8.0,9.0,24.0,12.0,11.0,4.0,2.0,5.0,5.0,8.0,6.0,9.0,6.0,5.0,1.0,5.0,,3.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,,1.0
